teaser_id,event_name,timestamp
11005,click,2019-10-08 02:15:54
11016,impression,2019-03-02 07:48:41
11011,impression,2019-09-30 17:42:49
11008,impression,2020-10-27 21:25:01
11000,click,2020-01-23 22:26:46
11004,impression,2020-06-18 18:29:28
11001,click,2020-11-06 13:41:15
11000,click,2019-02-01 13:43:44
11020,click,2019-11-08 19:18:54
11019,click,2019-12-04 00:36:06
11002,impression,2019-05-01 03:34:44
11015,click,2020-04-15 03:23:56
11013,click,2020-11-13 17:59:29
11003,click,2020-03-24 01:34:38
11005,click,2020-09-11 15:00:40
11006,click,2019-09-29 00:18:14
11000,click,2019-05-11 01:07:09
11004,click,2020-09-13 08:53:27
11019,impression,2020-06-03 12:13:10
11010,click,2020-05-14 11:05:42
11007,click,2020-08-31 00:37:33
11000,click,2019-02-19 23:47:02
11011,impression,2020-01-12 16:56:04
11004,impression,2020-07-14 02:22:27
11005,impression,2019-03-05 01:36:24
11013,impression,2019-02-04 03:20:11
11006,click,2019-06-27 01:17:58
11016,impression,2020-12-26 07:25:37
11016,impression,2020-11-01 00:41:10
11007,impression,2020-05-17 04:46:39
11016,click,2019-02-07 18:20:49
11004,click,2019-01-12 04:46:27
11018,click,2020-05-18 11:23:12
11002,click,2019-08-12 15:37:37
11019,impression,2020-08-26 06:47:25
11012,impression,2020-11-11 01:03:54
11004,click,2019-09-10 18:47:42
11004,impression,2020-08-17 13:45:16
11013,impression,2019-04-22 15:12:50
11015,impression,2020-11-10 10:41:56
11001,impression,2019-11-10 07:14:40
11009,click,2019-07-07 03:32:38
11001,click,2020-05-22 19:12:36
11017,impression,2019-12-10 01:30:24
11018,click,2020-09-28 08:29:02
11007,click,2020-12-19 09:32:31
11011,impression,2019-09-28 02:41:31
11008,click,2019-01-13 07:58:05
11013,impression,2019-02-26 07:20:36
11019,click,2019-08-19 22:45:16
11015,impression,2020-07-18 17:05:46
11002,click,2019-10-10 15:42:29
11017,click,2019-08-29 19:37:51
11001,click,2019-08-16 07:30:08
11005,click,2020-03-22 18:32:25
11000,impression,2019-05-12 12:11:21
11010,impression,2019-07-27 10:27:33
11003,click,2020-05-16 13:40:45
11001,click,2019-03-26 20:47:20
11000,impression,2019-11-05 21:18:14
11010,impression,2020-11-26 16:24:43
11005,click,2019-02-12 15:37:34
11001,impression,2019-07-18 07:51:31
11020,impression,2019-08-03 00:49:17
11018,impression,2020-02-03 09:59:21
11020,click,2019-05-18 09:08:01
11007,impression,2019-12-29 09:09:09
11016,click,2019-07-03 16:40:34
11000,impression,2020-01-03 08:06:50
11006,impression,2019-12-28 22:16:27
11003,impression,2020-06-25 18:43:38
11006,impression,2020-09-21 03:55:23
11009,impression,2020-04-27 00:55:33
11019,click,2020-04-28 21:13:20
11011,impression,2019-03-09 07:24:24
11012,click,2019-12-18 06:25:26
11008,click,2019-02-23 10:38:58
11017,click,2020-02-04 13:13:03
11013,impression,2019-03-22 18:04:28
11006,impression,2019-09-02 09:01:08
11003,click,2019-11-26 09:20:39
11013,impression,2019-02-05 17:44:32
11017,click,2019-01-03 12:54:10
11009,impression,2019-10-27 03:12:24
11008,impression,2020-01-29 22:46:48
11001,click,2019-11-07 02:54:31
11014,click,2020-06-25 09:11:35
11015,impression,2020-06-07 18:35:57
11004,click,2019-08-14 20:43:18
11019,click,2020-05-30 09:11:47
11018,click,2020-09-22 01:44:02
11013,click,2019-03-15 15:44:08
11004,impression,2019-02-23 07:59:05
11010,impression,2019-12-24 08:49:38
11001,click,2019-02-12 20:46:50
11002,click,2020-12-26 19:17:39
11004,click,2020-08-17 03:54:47
11007,click,2019-08-06 23:07:07
11013,impression,2019-05-25 18:07:24
11010,impression,2020-11-28 12:33:08
11004,click,2019-12-30 18:03:27
11006,impression,2020-09-05 21:02:53
11012,click,2019-03-26 14:13:12
11007,impression,2020-11-25 14:13:53
11019,impression,2019-01-05 09:37:48
11014,click,2020-12-17 22:09:46
11013,impression,2019-12-11 02:07:11
11017,impression,2019-02-20 01:23:56
11017,click,2019-03-08 04:53:51
11008,impression,2020-10-30 16:48:05
11003,click,2020-03-07 21:27:40
11009,click,2019-08-27 16:38:21
11003,click,2019-07-27 05:43:25
11004,impression,2019-04-07 01:03:37
11011,click,2019-08-18 06:54:00
11016,impression,2019-04-24 05:59:50
11013,click,2019-05-11 08:13:38
11009,impression,2020-07-13 07:02:00
11011,impression,2020-03-26 20:06:19
11019,impression,2019-09-16 14:32:47
11014,impression,2020-10-30 18:21:51
11010,click,2019-09-15 09:23:02
11016,click,2020-04-12 09:01:39
11012,click,2020-02-13 19:28:56
11009,click,2020-09-13 00:03:28
11019,click,2019-12-09 21:41:13
11004,impression,2019-08-15 11:09:29
11000,impression,2019-12-27 19:36:10
11004,click,2020-12-20 09:04:19
11000,impression,2019-09-19 17:08:01
11013,impression,2019-01-09 18:02:14
11020,impression,2020-03-18 07:21:34
11009,impression,2019-08-19 14:49:20
11016,impression,2020-01-03 15:51:17
11017,click,2019-09-24 19:24:42
11014,click,2020-08-27 18:57:30
11019,click,2021-01-01 04:23:05
11020,impression,2019-11-01 09:40:22
11015,impression,2019-11-27 07:30:07
11003,impression,2019-10-08 10:18:21
11000,click,2020-12-09 10:12:35
11004,impression,2020-11-30 12:08:33
11011,click,2020-09-01 06:03:17
11013,impression,2019-06-10 09:42:00
11012,impression,2019-07-12 23:36:12
11011,impression,2020-09-13 22:19:02
11008,click,2020-01-17 06:39:02
11018,click,2019-07-18 02:38:12
11018,click,2020-04-26 07:03:48
11003,click,2020-03-22 22:11:38
11012,impression,2019-03-16 10:41:00
11015,click,2020-11-09 09:34:52
11018,click,2019-07-28 09:05:21
11006,click,2020-02-08 02:47:14
11000,click,2020-08-14 18:42:44
11008,click,2019-04-06 03:22:02
11017,impression,2019-09-08 08:24:16
11008,impression,2019-10-28 05:26:45
11015,click,2020-01-07 06:25:19
11013,impression,2019-02-27 16:02:46
11000,impression,2020-12-24 15:38:38
11019,click,2020-07-10 06:46:13
11011,impression,2020-10-18 06:43:21
11019,impression,2019-09-03 20:02:08
11017,impression,2020-01-04 23:10:12
11012,click,2019-09-07 17:03:21
11012,impression,2020-05-02 13:21:26
11011,impression,2020-11-02 05:28:12
11013,click,2019-01-30 18:23:39
11000,click,2020-12-02 12:39:40
11012,impression,2020-10-05 22:56:56
11017,impression,2020-11-08 12:45:30
11019,impression,2019-05-21 15:48:15
11009,impression,2020-06-08 18:22:35
11010,click,2020-08-07 04:14:45
11011,click,2020-08-21 09:57:42
11007,impression,2019-09-25 11:07:31
11008,click,2020-10-09 02:12:31
11007,click,2020-04-23 19:28:16
11008,impression,2019-02-28 21:50:21
11004,impression,2020-12-17 07:26:53
11001,impression,2019-08-03 23:08:01
11017,click,2020-10-21 19:51:34
11014,click,2019-10-18 12:21:16
11005,click,2019-11-25 12:24:43
11019,click,2020-08-27 22:31:36
11008,impression,2020-02-10 20:45:44
11001,click,2020-08-06 02:44:49
11012,impression,2020-05-21 16:02:14
11007,click,2019-03-08 11:05:21
11012,click,2019-09-23 17:50:47
11012,click,2020-01-26 10:52:58
11008,impression,2020-04-05 18:37:47
11004,click,2019-06-25 05:40:49
11013,click,2019-08-22 00:02:40
11018,click,2019-03-13 00:48:10
11004,impression,2019-10-28 11:22:13
11016,click,2019-02-22 03:44:12
11020,impression,2019-10-31 06:19:27
11019,impression,2020-06-27 00:27:02
11000,click,2019-09-11 01:32:07
11018,click,2019-01-06 16:43:02
11019,click,2020-04-07 10:41:11
11016,impression,2020-01-27 15:57:58
11006,impression,2019-02-05 15:24:48
11004,click,2020-03-27 19:25:33
11003,impression,2019-11-04 13:31:06
11019,click,2019-02-23 15:30:59
11014,impression,2019-07-24 13:10:55
11013,click,2020-05-01 02:40:39
11018,impression,2019-07-21 05:11:50
11020,impression,2019-02-17 03:26:33
11012,click,2020-06-07 12:03:50
11018,impression,2019-07-05 00:15:57
11008,click,2019-12-12 16:16:58
11002,impression,2019-12-05 04:30:53
11015,impression,2019-09-11 01:22:35
11002,impression,2019-06-28 20:26:31
11018,click,2019-06-28 01:08:48
11016,click,2019-04-11 18:04:34
11013,impression,2020-09-03 23:49:49
11014,click,2020-05-15 15:10:27
11014,click,2019-07-15 03:40:19
11010,click,2019-04-21 13:36:25
11012,click,2020-09-28 23:30:08
11002,impression,2019-11-19 09:21:50
11018,click,2019-03-06 00:00:24
11011,impression,2019-11-04 10:49:52
11018,impression,2019-05-08 18:29:29
11001,impression,2019-06-07 22:08:07
11006,impression,2020-10-06 04:30:07
11006,click,2020-02-01 08:52:35
11001,click,2020-05-24 19:32:19
11011,impression,2019-05-09 07:12:21
11016,impression,2019-10-31 18:18:36
11016,impression,2020-06-26 19:32:36
11011,impression,2020-01-15 14:02:04
11008,impression,2019-10-29 20:54:03
11008,impression,2019-08-02 11:17:01
11015,impression,2020-03-28 06:31:03
11009,click,2020-02-03 13:30:43
11014,click,2020-07-20 06:35:04
11009,impression,2020-01-16 08:28:45
11005,click,2020-12-30 05:49:46
11011,impression,2019-04-03 02:40:30
11000,impression,2020-01-14 11:27:27
11018,click,2020-08-14 14:30:16
11009,click,2019-03-25 21:04:14
11004,click,2020-06-23 01:29:18
11015,click,2019-03-30 08:08:43
11005,click,2020-12-23 13:29:42
11004,impression,2020-03-23 15:33:22
11010,click,2020-05-02 06:05:50
11014,click,2020-12-31 17:58:59
11016,click,2019-12-22 22:16:15
11017,impression,2019-12-05 22:16:34
11020,click,2020-05-11 14:59:55
11006,impression,2019-03-03 16:38:46
11020,impression,2019-11-18 23:30:16
11012,impression,2019-03-15 16:55:47
11006,impression,2020-03-26 01:45:24
11006,click,2019-01-16 01:04:35
11017,click,2020-10-14 08:29:18
11011,click,2020-01-07 23:11:03
11005,impression,2019-12-20 05:48:17
11010,impression,2020-01-02 15:42:37
11009,impression,2020-07-23 20:38:34
11010,impression,2019-03-02 06:16:24
11000,click,2020-08-25 17:51:47
11020,impression,2020-10-30 12:59:13
11016,impression,2020-09-14 01:24:32
11004,click,2019-12-07 22:21:06
11014,impression,2020-06-19 19:50:05
11015,impression,2020-06-07 19:15:09
11000,impression,2020-03-07 08:07:20
11010,impression,2019-02-07 03:08:20
11014,impression,2020-05-13 17:00:19
11008,impression,2020-07-17 16:12:26
11009,impression,2020-05-31 05:02:36
11012,impression,2019-09-24 10:17:04
11007,click,2019-05-17 20:39:03
11019,click,2019-12-28 18:06:37
11003,click,2020-12-24 02:40:53
11001,impression,2019-12-05 12:21:47
11013,click,2019-07-24 02:25:04
11000,click,2020-08-14 07:55:44
11014,click,2020-07-15 15:29:22
11010,click,2019-03-01 09:44:39
11010,click,2019-11-28 00:25:06
11002,impression,2020-09-14 18:39:13
11012,impression,2019-01-30 04:35:35
11009,impression,2020-12-10 07:35:25
11020,impression,2020-08-04 10:58:04
11016,click,2019-02-28 03:52:40
11016,impression,2020-12-11 05:23:38
11003,impression,2020-12-25 02:06:47
11016,impression,2019-11-27 10:26:58
11009,click,2020-07-08 19:23:04
11010,impression,2019-03-27 10:02:24
11012,click,2020-04-09 20:54:43
11003,impression,2019-12-22 09:30:40
11004,click,2019-06-29 11:27:17
11012,click,2019-07-24 21:15:26
11010,impression,2020-07-17 05:10:58
11015,click,2020-09-22 12:54:22
11008,impression,2019-05-16 04:39:07
11004,click,2020-03-24 23:15:47
11016,click,2020-08-31 06:02:19
11018,impression,2020-11-22 17:25:35
11000,impression,2020-06-19 19:03:57
11014,impression,2020-02-29 01:33:09
11020,click,2019-07-15 03:44:15
11007,click,2020-02-28 08:56:37
11019,impression,2019-03-31 22:49:36
11012,impression,2020-07-02 00:30:27
11006,impression,2020-03-23 09:34:45
11016,click,2019-11-06 10:37:33
11004,impression,2020-04-04 19:37:11
11005,click,2020-01-17 20:42:17
11007,click,2020-07-11 16:53:57
11010,click,2020-02-11 19:44:49
11003,click,2020-07-14 04:29:55
11018,impression,2019-07-19 00:05:08
11010,impression,2019-08-27 07:41:36
11009,click,2019-08-25 15:05:22
11016,impression,2019-04-28 12:39:30
11017,impression,2020-08-27 02:28:48
11005,impression,2019-02-01 01:13:26
11016,impression,2020-03-15 16:41:28
11009,impression,2020-01-19 00:11:48
11006,impression,2019-12-17 23:29:32
11009,click,2019-04-27 04:10:39
11002,click,2019-09-02 22:32:22
11007,click,2019-03-26 23:42:57
11004,impression,2019-05-01 15:37:32
11000,impression,2019-12-20 01:27:13
11010,impression,2020-08-02 08:17:25
11009,impression,2020-03-11 09:03:18
11012,impression,2019-11-21 02:55:07
11019,impression,2019-06-14 00:39:01
11010,impression,2019-10-22 22:54:30
11006,impression,2019-10-19 19:30:27
11020,click,2019-01-12 12:01:49
11002,click,2020-03-17 21:28:15
11002,impression,2020-04-10 05:22:13
11010,click,2020-06-13 22:28:21
11006,impression,2019-06-27 18:30:10
11000,impression,2020-05-20 12:24:10
11006,click,2020-11-21 20:38:43
11012,impression,2020-06-21 19:55:13
11008,click,2020-07-10 20:49:46
11003,impression,2020-06-08 21:59:40
11019,click,2020-01-11 15:47:01
11004,click,2019-02-08 08:40:00
11009,impression,2020-05-11 02:50:51
11014,impression,2020-10-02 03:03:27
11001,click,2020-08-13 09:57:01
11001,impression,2019-01-30 08:51:50
11018,click,2020-08-01 15:51:57
11018,impression,2019-10-14 12:28:17
11014,click,2020-01-27 21:08:15
11004,impression,2019-03-21 07:48:45
11012,impression,2019-06-13 03:35:35
11013,click,2019-07-18 18:47:40
11020,click,2020-06-03 04:20:42
11013,click,2020-08-31 21:28:18
11019,click,2020-09-30 18:42:31
11008,click,2020-05-09 02:32:10
11010,click,2019-05-19 07:26:44
11010,impression,2019-04-20 14:09:16
11002,impression,2019-07-27 17:43:09
11014,impression,2019-01-21 01:00:53
11005,impression,2019-05-08 00:53:01
11001,click,2020-09-16 19:50:41
11007,click,2020-10-11 09:45:02
11014,impression,2019-10-10 11:36:03
11016,click,2019-09-21 15:55:48
11015,click,2019-02-07 06:39:32
11009,click,2020-12-13 22:56:35
11008,impression,2019-05-26 17:33:08
11005,impression,2019-01-08 07:34:27
11001,click,2019-06-15 13:52:30
11002,impression,2020-09-07 12:59:11
11005,click,2020-10-26 09:24:17
11005,click,2020-02-06 16:06:58
11019,click,2019-06-17 12:20:20
11002,click,2019-12-07 04:33:43
11012,click,2019-11-22 11:21:40
11020,impression,2019-03-28 07:50:27
11002,impression,2019-07-30 10:38:42
11004,impression,2019-09-19 08:16:56
11020,click,2020-02-10 16:11:22
11012,impression,2019-05-25 11:07:19
11016,impression,2019-01-03 11:56:04
11003,click,2020-07-24 07:18:17
11006,impression,2019-03-18 18:38:54
11012,impression,2019-10-19 07:11:38
11011,click,2020-10-27 23:05:10
11016,click,2019-06-10 22:51:52
11012,impression,2020-03-02 15:30:33
11011,click,2019-02-01 11:28:10
11020,impression,2020-01-06 23:44:27
11009,click,2019-08-24 12:19:35
11000,impression,2020-05-09 14:58:36
11005,impression,2020-11-11 09:59:31
11000,click,2019-12-15 22:55:29
11017,impression,2019-01-01 15:00:33
11015,click,2020-10-05 03:02:10
11008,click,2019-08-05 08:28:13
11013,click,2019-04-28 00:51:31
11007,click,2019-01-19 14:37:25
11018,impression,2019-01-03 14:02:33
11016,click,2019-06-25 19:25:34
11017,click,2019-08-01 04:24:43
11011,click,2020-12-31 04:36:24
11014,click,2020-09-12 17:51:11
11018,impression,2020-06-08 03:25:16
11016,click,2020-08-17 01:24:38
11006,click,2020-01-26 23:42:45
11010,impression,2020-06-23 15:27:41
11017,impression,2019-11-19 15:08:14
11008,impression,2020-09-22 16:34:14
11015,click,2019-09-26 01:07:35
11005,impression,2020-11-25 07:28:33
11014,impression,2019-01-22 15:36:45
11014,click,2020-02-10 14:09:50
11001,click,2019-01-19 08:04:40
11013,click,2020-10-31 18:50:36
11004,click,2019-10-21 11:02:29
11017,click,2019-03-10 14:06:51
11009,impression,2020-04-10 17:37:03
11012,impression,2020-02-02 20:49:59
11002,impression,2019-12-06 05:09:22
11017,impression,2019-09-07 12:00:58
11010,click,2019-12-11 02:14:20
11006,impression,2019-03-08 04:25:32
11002,click,2020-12-05 14:24:03
11014,click,2019-07-25 01:12:13
11010,click,2019-11-07 16:30:41
11014,click,2020-07-20 10:41:59
11013,impression,2020-06-05 09:58:25
11016,impression,2019-06-25 05:45:12
11016,impression,2019-08-27 08:04:15
11013,click,2019-02-17 19:05:20
11001,impression,2019-07-05 14:38:21
11004,click,2019-09-19 02:46:23
11008,impression,2019-12-27 10:24:41
